FLT_ARL_IATA,FLT_ROUTE,FLT_DATE,FLT_AIRCRAFT
DF,Jakarta to Sorong,July 2023,Boeing 737-800
DF,Amsterdam to Jakarta,July 2023,Boeing 777-300-ER
DF,Jakarta to Amsterdam,June 2023,Boeing 777-300-ER
DF,"Denpasar, Bali to Jakarta",June 2023,A330-300
DF,Jakarta to Denpasar Bali,June 2023,A330-300
DF,Sorong to Jakarta,May 2023,Boeing 737-800
DF,Jakarta to Sorong,May 2023,Boeing 737-800
DF,Amsterdam to Jakarta,May 2023,Boeing 777-300-ER
DF,Denpasar to Sydney,April 2023,A330-300
DF,Singapore to Jakarta,April 2023,A330-20
DF,Amsterdam to Jakarta,April 2023,Boeing 777-300-ER
DF,Jakarta to Singapore,March 2023,NONE
DF,Jakarta to Sorong,March 2023,Boeing 737-800
DF,Denpasar Bali to Jakarta,February 2023,A330-300
DF,Jakarta to Denpasar Bali,February 2023,Boeing 777-300-ER
DF,Amsterdam to Jakarta,February 2023,Boeing 777-300-ER
DF,Jakarta to Amsterdam,February 2023,Boeinf777-300-ER
DF,Sorong to Jakarta,January 2023,Boeing 737-800
DF,Amsterdam to Jakarta,December 2022,Boeing 777-300-ER
DF,Jakarta to Amsterdam,December 2022,NONE
DF,"Denpasar, Bali to Jakarta",November 2022,Boeing 777-300-ER
DF,Jakarta to Bali,November 2022,Boeing 777-300-ER
DF,Denpasar Medan via Jakarta,October 2022,NONE
DF,Yogyakarta to Jakarta,November 2022,NONE
DF,Jakarta to Sorong,October 2022,Boeing 737-800
DF,Amsterdam to Jakarta,October 2022,Boeing 777-300-ER
DF,Jakarta to Amsterdam,October 2022,Boeing 777-300-ER
DF,Amsterdam to Jakarta,August 2022,Boeing 777-300-ER
DF,Jakarta to Amsterdam,August 2022,Boeing 777-300-ER
DF,Kuala Lumpur to Denpasar via Jakarta,June 2022,Boeing 737-800
DF,Denpasar to Jakarta,July 2022,Boeing 777-300
DF,Amsterdam to Jakarta,June 2022,Boeing 777-300-ER
DF,Jakarta to Amsterdam,June 2022,Boeing 777-300-ER
DF,Jakarta Soekarno-Hatta to Manado,April 2022,Boeing 737-800
DF,Bali to Jakarta,August 2021,A330 900 neo
DF,Perth to Jakarta,July 2020,NONE
DF,Denpasar to Amsterdam via Jakarta ,May 2021,Boeing 777-300ER
DF,Amsterdam to Jakarta,March 2021,Boeing 777-300ER
DF,Denpasar Bali to Bandung,January 2021,Boeing 737-800
DF,Jakarta to Denpasar Bali,January 2021,Boeing 737-800
DF,Denpasar to Auckland via Australia,December 2020,NONE
DF,Amsterdam to Surabaya via Jakrta,November 2019,NONE
DF,Melbourne to Denpasar,July 2020,NONE
DF,Denpasar to Amsterdam via Jakarta,April 2020,Boeing 737 / 777-300ER
DF,Jakarta to Amsterdam,April 2020,NONE
DF,Surabaya to Jakarta,April 2020,NONE
DF,Surabaya to Tokyo via Jakarta,March 2020,NONE
DF,Bangkok to Jakarta,March 2020,Boeing 737-NG
DF,Denpasar to Amsterdam via Jakarta,March 2020,Boeing 777-300ER
DF,Sorong to Jakarta,March 2020,NONE
DF,Yogyakarta to Jakarta,February 2020,Boeing 737-800
DF,Jakarta to Sorong,February 2020,Boeing 737-800
DF,Ball to Sydney,January 2020,NONE
DF,Beijing to Denpasar Bali,January 2020,A330-300
DF,Melbourne to Denpasar Bali,December 2019,A330-300
DF,Jakarta to Tokyo Haneda,February 2020,Boeing 777-300-ER
DF,Tanjung Pandan to Semarang via Jakarta,February 2020,Boeing 737-800
DF,Palembang to Jakarta,January 2020,B737800
DF,Amsterdam to Jakarta via Medan,January 2020,Boeing 777-300 ER
DF,Amsterdam to Denpasar via Medan,December 2019,A330-200
DF,Denpasar to London via Medan,January 2020,Boeing 777 300
DF,Jakarta to Amsterdam via Medan,January 2020,Boeing 777-300ER
DF,Denpasar to Sydney,January 2020,A330-300
DF,London to Denpasar via Medan,December 2019,A330 200
DF,Bali to Perth,January 2020,NONE
DF,Denpasar to Beijing,January 2020,A330
DF,Jakarta to Sorong,January 2020,Boeing 737-800 NG
DF,Tokyo to Jakarta,December 2019,Boeing 777-300 ER
DF,Jakarta to Sydney,July 2019,NONE
DF,Jakarta to Tokyo Haneda,December 2019,Boeing 777-300 ER
DF,Jakarta to Singapore,December 2019,Boeing 737-800NG
DF,Denpasar to Amsterdam via Medan,December 2019,A330-900neo
DF,London to Bali via Medan,December 2019,NONE
DF,Singapore to Jakarta,December 2019,Boeing 737-800
DF,Jakarta to Bali,February 2019,A330-300
DF,Seoul to Jakarta,December 2019,NONE
DF,Osaka to Jakarta,December 2019,NONE
DF,Timika to Nabire,November 2019,NONE
DF,Jogjakarta to Sydney via Denpasar,November 2019,NONE
DF,Sorong to Jakarta,November 2019,Boeing 737-800
DF,Jakarta to Yogyakarta,October 2019,Boeing 737-800
DF,Singapore to Jakarta,October 2019,A330-200 / Boeing 737-800
DF,Bali to Melbourne,October 2019,A330
DF,Denpasar-Bali to Perth,October 2019,Boeing 737-800
DF,Singapore to Kupang via Jakarta,June 2019,Boeing 737-800NG
DF,Denpasar to Melbourne,October 2019,NONE
DF,Denpasar to Perth,October 2019,Boeing 737
DF,Denpasar to Amsterdam via Medan,October 2019,NONE
DF,Denpasar to Lombok,October 2019,Boeing 737-800
DF,Jakarta to Jogjakarta,October 2019,Boeing 737
DF,Perth to Amsterdam via Jakarta,October 2019,NONE
DF,Shanghai to Denpasar,October 2019,A330
DF,Denpasar to Jakarta,October 2019,A330-200
DF,Jakarta to Denpasar Bali,October 2019,A330-200
DF,Bali to Perth,September 2019,Boeing 737-800
KU,Amsterdam to Tbilisi,December 2022,NONE
KU,Amsterdam to Tbilisi,June 2023,NONE
KU,Vienna to Tbilisi,June 2023,Boeing 737
KU,Amsterdam to Tbilisi,October 2022,NONE
KU,Tbilisi to Amsterdam,October 2022,NONE
KU,Tbilisi to Paris via Vienna,August 2022,NONE
KU,Vienna to Tbilisi,July 2022,NONE
KU,Paris to Tbilisi,April 2022,NONE
KU,Tbilisi to Vienna,May 2022,NONE
KU,Tbilisi to Amsterdam,February 2022,NONE
KU,Tel-Aviv to Tbilisi,November 2021,NONE
KU,Berlin to Tblisi,August 2021,NONE
KU,Amsterdam to Tbilisi,August 2020,NONE
KU,Brussels to Tbilisi,July 2020,NONE
KU,London to Tbilisi,April 2020,NONE
KU,Prague to Tbilisi,September 2019,NONE
KU,Tbilisi to Bologna,September 2019,NONE
KU,Tbilisi to Manchester,September 2019,NONE
KU,Tibilisi to Amsterdam,May 2019,NONE
KU,Tbilisi to Gatwick,August 2019,Embrea E190
KU,Gatwick to Tbilisi,June 2019,Embraer 190
KU,Tbilisi to Yerevan,April 2019,CRJ200
KU,Gatwick to Tbilisi,November 2018,Embraer
KU,Gatwick to Tbilisi,September 2018,NONE
KU,Barcelona to Tbilisi,August 2018,Embraer 190
KU,Gatwick to Tbilisi,August 2018,Embracer / 737
KU,Tiblisi to Gatwick,July 2018,NONE
KU,Gatwick to Tblisi,June 2018,NONE
KU,Tbilisi to Prague,June 2018,ERJ 190
KU,Kiev to Tbilisi,May 2018,NONE
KU,Tel Aviv to Tbilisi,January 2018,NONE
KU,Tbilisi to Moscow,February 2018,Embraer 190
KU,Tbilisi to Yerevan,May 2017,Canadair RJ
KU,EVN to TBS,December 2016,NONE
KU,VIE to TBI,September 2016,Boeing 737
KU,Tblisi to Antananarivo via CDG,July 2015,NONE
BS,Palma de Mallorca to Zürich ,August 2018,NONE
BS,Keflavik to Dresden,June 2018,Boeing 737-700
BS,Dusseldorf to Sharm el Sheikh,July 2018,A321
BS,Sharm el Sheikh to Dusseldorf,July 2018,A321
BS,Berlin to Tehran,February 2018,NONE
BS,Berlin to Hurghada,December 2017,Boeing 737-700
BS,Athens to Nuremburg,August 2017,NONE
BS,Palma de Mallorca to Zurich,July 2017,NONE
BS,Beirut to Munich,June 2017,NONE
BS,Dusseldorf to Beirut,May 2017,NONE
BS,Friedrichshafen to Gran Canaria,March 2017,A319
BS,LGW to CFU,September 2016,Boeing 737
BS,MAN to TOS,December 2015,NONE
BS,TLV to HAM,March 2016,A319
BS,IKA to SXF,April 2016,Boeing 737-700
BS,BHX to CMF,January 2016,A319
BS,Skiathos to Gatwick via SKG,September 2015,NONE
BS,IKA to SXF,August 2015,Boeing 737-700
UA,Dusseldorf to Berlin,June 2019,A319
UA,Berlin to Dusseldorf,June 2019,A319
UA,CGN to MAN,January 2017,NONE
UA,AMS to STR,September 2016,NONE
UA,DUS to VIE,August 2016,NONE
UA,STN to CGN,April 2016,A319
UA,HAM to FCO,May 2015,NONE
UA,BCN to TXL,January 2016,A320 / A319
UA,BKK to LHR via CGN,January 2016,A330
UA,TXL to DUS,December 2015,A319
UA,Heathrow to Cologne,December 2015,NONE
UA,London to Berlin,November 2015,NONE
UA,Dublin to Rome via Cologne,July 2015,A319
UA,TXL to DUS,October 2015,A320
UA,Hannover to Rome,March 2015,A320
UA,Stuttgart to Amsterdam,September 2015,NONE
UA,KRK to STR,July 2015,A319
UA,Hamburg to London,September 2015,NONE
UA,PMI to CGN,September 2015,A319-100
UA,Berlin-Tegel to London Heathrow,August 2015,NONE
UA,CGN to LHR,September 2015,NONE
UA,Istanbul to London via DUS,September 2015,NONE
UA,Düsseldorf to London,August 2015,NONE
UA,Dusseldorf to Heathrow,September 2015,NONE
UA,Duesseldorf to Heathrow,July 2015,A320
UA,Cologne to Palma,August 2015,NONE
UA,Hamburg to Paris,August 2015,NONE
UA,Stansted to Cologne,July 2015,A320
UA,FCO to TXL,May 2015,A319
UA,Hamburg to Geneva,June 2015,NONE
IF,Ahmedabad to Delhi,December 2022,NONE
IF,Ahmedabad to Bengaluru,May 2023,NONE
IF,Ahmedabad to Bangalore,February 2023,NONE
IF,Bangalore to Ranchi,May 2023,NONE
IF,Bangalore to Delhi ,April 2023,NONE
IF,Pune to Delhi,April 2023,NONE
IF,Bagdogra to Delhi,April 2023,NONE
IF,Patna to Mumbai,April 2023,NONE
IF,Ahmedabad to Mumbai,April 2023,A320
IF,Chandigarh to Ahmedabad,November 2022,NONE
IF,Mumbai to Phuket,April 2023,NONE
IF,Delhi to Nagpur,April 2023,NONE
IF,Delhi to Pune,April 2023,A320
IF,Bangalore to Delhi,April 2023,NONE
IF,Bangalore to Ranchi,April 2023,NONE
IF,Delhi to Guwahati,April 2023,NONE
IF,Delhi to Mumbai,April 2023,NONE
IF,Goa to Mumbai,April 2023,NONE
IF,Delhi to Srinagar,March 2023,NONE
IF,Bangalore to Mumbai,April 2023,NONE
IF,Mumbai to New Delhi,April 2023,NONE
IF,Kochi to Mumbai,April 2023,NONE
IF,Dehradun to Mumbai,April 2023,NONE
IF,Delhi to Ahmedabad,March 2023,NONE
IF,Pune to Bangalore,April 2023,NONE
IF,Mumbai to Delhi,March 2023,NONE
IF,Ahmedabad to Phuket via Mumbai,March 2023,NONE
IF,Pune to Bangalore ,March 2023,A340
IF,Banglore to Ahmedabad,March 2023,NONE
IF,Bengaluru to Pune,March 2023,NONE
IF,Bangalore to Pune,March 2023,NONE
IF,Bombay to Varanasi,March 2023,NONE
IF,Kolkata to Bangalore via Delhi,March 2023,NONE
IF,Mumbai to Nagpur,March 2023,A320
IF,Mumbai to Kolkata,March 2023,NONE
IF,Bangkok to Delhi,March 2023,NONE
IF,Ahmedabad to Delhi,March 2023,NONE
IF,Pune to Delhi,March 2023,NONE
IF,Amritsar to Mumbai,March 2023,NONE
IF,Bagdogra to Delhi,March 2023,NONE
IF,Goa to Nagpur,March 2023,NONE
IF,Goa to Hyderabad,March 2023,NONE
IF,Bangalore to Male,March 2023,NONE
IF,Pune to Bengaluru,March 2023,Airbus A320
IF,Lucknow to Bangalore,March 2023,NONE
IF,Goa to Delhi,February 2023,NONE
IF,Ranchi to Bengaluru,February 2023,NONE
IF,Port Blair to Chennai,February 2023,NONE
IF,Mumbai to Delhi,February 2023,NONE
IF,Jammu to Delhi,February 2023,NONE
IF,Pune to Delhi,February 2023,NONE
IF,Mumbai to Bangalore,February 2023,NONE
IF,Ahmedabad to Mumbai,January 2023,NONE
IF,Srinagar to Bangalore ,January 2023,NONE
IF,Kochi to Delhi,January 2023,NONE
IF,Bengaluru to Kochi,January 2023,NONE
IF,Pune to Delhi,December 2022,NONE
IF,Dehradun to Mumbai,December 2022,NONE
IF,Nagpur to Pune,December 2022,NONE
IF,Goa to Delhi,December 2022,NONE
IF,Kolkata to Bangalore,November 2022,NONE
IF,Bangalore to Kolkata,November 2022,NONE
IF,Chennai to Mumbai,November 2022,NONE
IF,Bangalore to Mumbai,November 2022,A340
IF,Goa to Delhi,November 2022,NONE
IF,Bengaluru to Mumbai,November 2022,NONE
IF,Amritsar to Mumbai,November 2022,A320
IF,Delhi to Bengaluru,November 2022,NONE
IF,Mumbai to Bangalore,November 2022,NONE
IF,Bengaluru to Ahmedabad,November 2022,NONE
IF,Bangalore to Ahmedabad,November 2022,NONE
IF,Lucknow to Mumbai,November 2022,NONE
IF,Bangalore to Hyderabad,November 2022,A320Neo
IF,Delhi to Ahmedabad,November 2022,A320Neo
IF,Bagdogra to Delhi via Guwahati,October 2022,NONE
IF,Delhi to Mumbai,October 2022,G8 1023
IF,Bangalore to Kolkata,October 2022,A320 Neo
IF,Nagpur to Pune,October 2022,NONE
IF,Mumbai to Delhi,October 2022,NONE
IF,Kolkata to Guwahati,October 2022,NONE
IF,Delhi to Male,September 2022,NONE
IF,Ahmedabad to Mumbai,September 2022,A 320 Neo
IF,Male to Mumbai via Bengalaru,September 2022,NONE
IF,Maldives to Delhi,September 2022,NONE
IF,Amritsar to Mumbai,September 2022,NONE
IF,Srinagar to Mumbai,September 2022,NONE
IF,Bangalore to Mumbai,September 2022,NONE
IF,Bengaluru to Lucknow via Mumbai,August 2022,NONE
IF,Delhi to Kannur via Mumbai,September 2022,A320
IF,Delhi to Dehradun,September 2022,NONE
IF,Pune to Phuket via Bangalore,April 2022,NONE
IF,Delhi to Bengaluru,September 2022,NONE
IF,Delhi to Ahmedabad,August 2022,A320
IF,Mumbai to Nagpur,August 2022,NONE
IF,Delhi to Mumbai,August 2022,NONE
OL,Chennai to Colombo,November 2021,NONE
OL,Mangalore to Mumbai ,November 2021,NONE
OL,Kochi to Mumbai via Srinagar,August 2021,NONE
OL,Bangalore to Jaipur,August 2021,NONE
OL,Delhi to Goa,May 2021,NONE
OL,Delhi to Male,July 2021,NONE
OL,Pune to Kolkata via Lucknow,July 2021,NONE
OL,Goa to Delhi,July 2021,NONE
OL,Sharjah to Kannur,May 2021,NONE
OL,Delhi to Pune,June 2021,NONE
OL,Dubai to Cochin,May 2021,NONE
OL,Chandigarh to Mumbai,April 2021,NONE
OL,Pune to Kolkata via Lucknow,April 2021,NONE
OL,Mumbai to Chandigarh,April 2021,NONE
OL,Lucknow to Delhi,March 2021,NONE
OL,Srinagar to Mumbai,May 2020,NONE
OL,Pune to Lucknow,March 2021,NONE
OL,Bangalore to Srinagar via Mumbai,February 2021,NONE
OL,Pune to Bangalore,February 2021,NONE
OL,Mumbai to Coimbatore,February 2021,NONE
OL,Delhi to Goa via Mumbai,February 2021,NONE
OL,Srinagar to Chandigarh,January 2021,NONE
OL,Mumbai to Maldives,January 2021,NONE
OL,Delhi to Bangalore,January 2021,NONE
OL,Srinagar to Mumbai,January 2021,NONE
OL,Delhi to Phuket,May 2020,NONE
OL,Delhi to Ranchi,December 2020,NONE
OL,Ranchi to Delhi,December 2020,NONE
OL,Dubai to Cochin,November 2020,NONE
OL,Kolkata to Hyderabad,January 2020,A340
OL,Mumbai toJaipur,May 2020,NONE
OL,Pune to Delhi,May 2020,NONE
OL,Port Blair to Mumbai via Bangalore,October 2020,NONE
OL,Mumbai to Bangalore,June 2020,NONE
OL,Lucknow to New Delhi,January 2020,A320
OL,Kannur to Mumbai,April 2020,NONE
OL,Chennai to Pune,August 2020,NONE
OL,Bangalore to Jaipur,May 2020,NONE
OL,Mumbai to Delhi,July 2020,NONE
OL,Nagpur to Bengaluru,June 2020,NONE
OL,Pune to Delhi,July 2020,NONE
OL,Chandigarh to Mumbai,July 2020,NONE
OL,Bangalore to Delhi,May 2020,NONE
OL,Delhi to Nagpur,June 2020,NONE
OL,Male to Mumbai,June 2020,NONE
OL,Kolkata to Bangalore,August 2019,B74
OL,Ahmadabad to Bangalore,June 2020,NONE
OL,Delhi to Guwahati via Aizawl,June 2020,A320neo
OL,Bengaluru to Delhi,June 2020,NONE
OL,Ranchi to Delhi,November 2019,NONE
OL,Goa to Chandigarh,April 2020,NONE
OL,Ahmedabad to Chennai,March 2020,A320
OL,Hyderabad to Kolkata via Aizawl ,March 2020,NONE
OL,Delhi to Patna,March 2020,NONE
OL,Pune to Bangalore,March 2020,NONE
OL,Ranchi to Bangalore,March 2020,A320
OL,Kolkata to Delhi,March 2020,NONE
OL,Delhi to Ranchi,March 2020,NONE
OL,Kolkata to Bagdogra,February 2020,NONE
OL,Bangalore to Jammu via Delhi,March 2020,NONE
OL,Delhi to Lucknow,March 2020,NONE
OL,Delhi to Mumbai,February 2020,A320
OL,Bangalore to Pune,February 2020,NONE
OL,Hyderabad to Patna via Delhi,March 2020,NONE
OL,Kolkata to Aizwal,February 2020,NONE
OL,Delhi to Pune,February 2020,NONE
OL,Mumbai to Bengaluru,February 2020,Airbus A320 Neo
OL,Pune to Delhi,February 2020,NONE
OL,Ranchi to Bangalore,February 2020,NONE
OL,Mumbai to Lucknow,February 2020,NONE
OL,Mumbai to Delhi,February 2020,NONE
OL,Jaipur to Bangalore,February 2020,NONE
OL,Delhi to Ranchi,February 2020,NONE
OL,Bangalore to Jaipur,February 2020,A320
OL,Hyderabad to Guwahati via Kolkatta,February 2020,NONE
OL,Delhi to Kochi,January 2020,NONE
OL,Mumbai to Muscat,February 2020,NONE
OL,Bengaluru to Nagpur,February 2020,NONE
OL,Mumbai to Goa,January 2020,NONE
OL,Bangalore to Kochi,January 2020,NONE
OL,Bangalore to Delhi,February 2019,NONE
OL,Hyderabad to Delhi,January 2020,NONE
OL,Chandigarh to Hyderabad,January 2020,NONE
OL,Bhubaneshwar to Mumbai,December 2019,NONE
OL,Chennai to Port Blair,December 2019,B304
OL,Jammu to Lucknow via Delhi,January 2020,NONE
OL,Pune to Nagpur,December 2019,NONE
OL,Bangalore to Hyderabad,January 2020,NONE
OL,Cochin to Delhi via Bangalore,January 2020,NONE
OL,Delhi to Bengaluru,January 2020,NONE
OL,Bangalore to Delhi,December 2019,NONE
OL,Hyderabad to Kannur via Bangalore ,December 2019,NONE
OL,Bangalore to Hyderabad,December 2019,NONE
OL,Goa to Delhi,December 2019,NONE
OL,Delhi to Goa via Mumbai,December 2019,NONE
JB,Yangon to Mandalay,April 2019,NONE
JB,Heho to Nyaung-U,December 2018,AT76
JB,Yangon to Mandalay,March 2018,ATR-72
NI,LGW to ZTH,September 2016,A320
HX,Hong Kong to Bangkok,March 2023,Boeing 737-800
HX,Hong kong to Incheon,February 2023,NONE
HX,Taipei to Hong Kong,January 2023,Boeing 737-800
HX,Hong Kong to Bangkok,December 2022,Boeing 737 MAX 8
VW,Istanbul to Singapore via Bahrain,July 2023,A320 / Boeing 787
VW,Paris to Bahrain,July 2023,A320
VW,Manchester to Chennai,July 2023,NONE
VW,Bahrain to Faisalabad,June 2023,A320
VW,Tel Aviv to Manila via Bahrain,June 2023,NONE
VW,Paris to Bangkok,May 2023,NONE
VW,Dammam to Bahrain,June 2023,NONE
VW,Baku to Bombay via Bahrain,January 2023,NONE
VW,Bangkok to Manchester via Bahrain,May 2023,Boeing 787-9
VW,Abu Dhabi to Bahrain,April 2023,A321 Neo
VW,Paris to Muscat via Bahrain,March 2023,NONE
VW,Bahrain to Singapore,March 2023,Boeing 787-9
VW,Kuwait to Chennai via Bahrain,February 2023,A320
VW,London to Karachi via Bahrain,September 2022,"Boeing 787, A320"
VW,London to Lahore via Bahrain,January 2023,NONE
VW,Hyderabad to Paris via Bahrain,January 2023,NONE
VW,Bahrain to Jeddah,January 2023,NONE
VW,Frankfurt to Mumbai via Bahrain,December 2022,NONE
VW,London to Cochin via Bahrain,December 2022,NONE
VW,Bangkok to Riyadh via Bahrain,November 2022,NONE
VW,Bahrain to Kochi,November 2022,NONE
VW,Milan to Rome via Bahrain,November 2022,A321 Neo
VW,Paris to Bangkok via Bahrain,October 2022,Boeing 787-9
VW,Singapore to Bangkok,November 2022,NONE
VW,Bahrain to Singapore,October 2022,NONE
VW,Singapore to Bahrain,October 2022,NONE
VW,Singapore to Milan via Bahrain,October 2022,Boeing 787 / A321 Neo
VW,Dubai to Bahrain,October 2022,NONE
VW,Bahrain to Dubai,October 2022,NONE
VW,Dubai to Hyderabad via Bahrain,October 2022,NONE
VW,London to Singapore via Bahrain,September 2022,Boeing 787-9
VW,Bahrain to London,September 2022,Boeing 787-9
VW,Tel Aviv to Delhi via Bahrain,September 2022,A321
VW,Manchester to Manila via Bahrain,September 2022,Boeing 787
VW,Malaga to Dammam via Bahrain,July 2022,NONE
VW,London to Bahrain,September 2022,NONE
VW,Chennai to Paris via Bahrain,August 2022,NONE
VW,Hyderabad to Paris via Bahrain ,August 2022,NONE
VW,London to Islamabad via Bahrain,March 2022,NONE
VW,Dubai to Bahrain,August 2022,NONE
VW,Bahrain to Dubai,August 2022,NONE
VW,Tbilisi to Bengaluru via Bahrain,August 2022,A320Neo
VW,Dubai to Bangkok via Dubai,May 2022,NONE
VW,Bahrain to Bangkok,July 2022,Boeing 787-9
VW,Bahrain to Dubai,May 2022,NONE
VW,London to Chennai via Bahrain,June 2022,NONE
VW,Bangkok to Singapore,July 2022,Boeing 787-9
VW,London to Manila via Bahrain ,July 2022,Boeing 787
VW,London to Mumbai via Bahrain,July 2022,Boeing 787-9
VW,London to Bangkok via Bahrain,May 2022,Boeing 787-9
VW,Bangkok to Bahrain,May 2022,Boeing 787-9
VW,Kuwait to Bangkok via Bahrain,May 2022,Boeing 787-9
VW,Bahrain to Dubai,April 2022,NONE
VW,Bahrain to Chennai,April 2022,NONE
VW,Dubai to London via Bahrain,March 2022,NONE
VW,London to Lahore via Bahrain,March 2022,Boeing 787-9
VW,London to Karachi via Bahrain,January 2022,Boeing 787-9
VW,London to Bangkok via Bahrain,February 2022,Boeing 787
VW,Muscat to Cairo via Bahrain,February 2022,NONE
VW,London to Dubai via Bahrain,December 2021,Boeing 787 Dreamliner 
VW,London to Dhaka via Bahrain,October 2021,NONE
VW,London to Dubai via Bahrain,October 2021,NONE
VW,Istanbul to Dubai via Bahrain,August 2021,NONE
VW,London to Bahrain,September 2021,Boeing 787-9
VW,Kuwait to London via Bahrain,August 2021,NONE
VW,Karachi to London via Bahrain,July 2021,Boeing 787-9
VW,London to Karachi via Bahrain,June 2021,NONE
VW,London to Bahrain,April 2021,NONE
VW,Bahrain to Bangkok,April 2020,NONE
VW,Lahore to Dubai via Bahrain,June 2020,NONE
VW,London to Bahrain,September 2019,Boeing 787-9
VW,London to Bahrain,March 2020,Boeing 787
VW,Paris to Delhi via Bahrain,March 2020,NONE
VW,London to Kochi via Bahrain,February 2020,NONE
VW,Bahrain to Bangkok,February 2020,Boeing 787-9
VW,Male to Bahrain,February 2020,A302NEO
VW,Bahrain to Delhi,January 2020,NONE
VW,Paris to Bahrain,January 2020,A320
VW,London to Manila via Bahrain,December 2019,Boeing 787-9 Dreamliner
VW,Jeddah to Manila via Bahrain,December 2019,Boeing 787
VW,Bahrain to Kuwait,November 2019,A320
VW,Kuwait to Bahrain,November 2019,A320
VW,Dubai to Bahrain,November 2019,NONE
VW,London to New Delhi via Bahrain,November 2019,NONE
VW,Frankfurt to Bangkok via Bahrain,September 2019,NONE
VW,Bangalore to Amman via Bahrain,October 2019,NONE
VW,Dubai to Bangkok via Bahrain,October 2019,Boeing 787
VW,Bengaluru to Paris via Bahrain,September 2019,NONE
VW,Kuwait to Bangkok via Bahrain,August 2019,Boeing 787-9
VW,Manila to Bahrain,August 2019,Boeing 787-9
VW,Paris to Colombo via Bahrain,June 2019,A320-200 / Boeing 787-9
VW,Kozhikode to Bahrain ,June 2019,A320
VW,London to Abu Dhabi via Bahrain,April 2019,Boeing 787
VW,Moscow to Dubai via Bahrain,May 2019,NONE
VW,London to Dhaka via Bahrain,November 2018,NONE
VW,London to Bangkok via Bahrain,May 2019,Boeing 787-9
OO,Shanghai to Sydney via Haikou,July 2023,A330
OO,Beijing to Guiyang,July 2021,Boeing 787-9
OO,Toronto to Beijing,May 2021,Boeing 787-9
OO,Shanghai to Toronto via Beijing,May 2021,NONE
OO,Toronto to Beijing via Xi'an,April 2021,Boeing 787-9
OO,Toronto to Beijing,March 2021,Boeing 787-9
OO,Beijing to Toronto,March 2021,NONE
OO,Toronto to Beijing via Xi'an,January 2021,Boeing 787-9
OO,Toronto  to Xi'an ,January 2021,Boeing 787-9
OO,Beijing to Toronto,October 2020,NONE
OO,Beijing to Brussels,November 2019,A330
OO,Manchester to Tianjin,July 2020,NONE
OO,Toronto to Beijing,May 2020,Boeing 787-9
OO,Prague to Beijing,January 2020,A330-300
OO,Los Angeles to Shenzhen via Chongqing,January 2020,Boeing 787 
OO,Beijing to Toronto,January 2020,Boeing 787
OO,Beijing to Tijuana,January 2020,Boeing 787
OO,Beijing to Tijuana,December 2019,Boeing 787-8
OO,ShangHai to Beijing,January 2020,A350
OO,Changsha to London,January 2020,Boeing 787
OO,Boston to Beijing,December 2018,Boeing 787-9
OO,Beijing to Boston,January 2020,Boeing 787-9
OO,Shenzhen to Zurich,January 2020,Boeing 787
OO,Auckland to Shenzhen,December 2019,A330
OO,Singapore to Haikou,December 2019,Boeing 737-800
OO,Mexico City to Beijing via Tijuana,December 2019,Boeing 787-8
OO,Beijing to Mexico City via Tijuana,December 2019,Boeing 787-8
OO,Beijing to Boston,December 2019,NONE
OO,Beijing to Seattle,November 2019,NONE
OO,Chicago to Chengdu,November 2019,NONE
OO,Los Angeles to Shanghai via Xi'an,March 2019,Boeing 787
OO,Chongqing to Los Angeles,November 2019,NONE
OO,London to Changsha,November 2019,Boeing 787-9
OO,Beijing to San Jose,October 2019,Boeing 787
OO,Xian to Beijing,October 2019,A330
OO,Beijing to Melbourne via Haikou,October 2019,Boeing 787-8 / A330-300
OO,Beijing to Boston,October 2019,NONE
OO,Chengdu to Los Angeles,October 2019,B787
OO,Xian to Los Angeles,August 2019,Boeing 787-9
OO,Chengdu to Los Angeles,August 2019,Boeing 787-9
OO,Beijing to Prague,July 2019,A330
OO,Shenzhen to Brisbane,June 2019,A330-200
OO,Chongqing to New York,July 2019,Boeing 787-9
OO,Seattle to Peking,June 2019,Boeing 787-9
OO,Brisbane to Shenzhen,June 2019,A330
OO,Tel Aviv to Beijing,May 2019,A330-300
OO,Chengdu to Los Angeles,May 2019,Boeing 787
OO,Los Angeles to Chengdu,May 2019,Boeing 787
OO,Boston to Beijing,April 2019,Boeing 787
OO,Shenzhen to Paris,April 2019,Boeing 787-9
OO,Beijing to Toronto,April 2019,Boeing 787-9
OO,Beijing to San Jose,April 2019,Boeing 787-9
OO,Sydney to Beijing via Changsha ,April 2019,A330
OO,Chicago to Beijing,January 2019,NONE
OO,Sydney to Haikou,January 2019,A330
OO,Shenzhen to Beijing,January 2019,Boeing 787-9
OO,Shenzhen to Vienna,January 2019,Boeing 787-9
OO,Beijing to Calgary,January 2019,A330
OO,Beijing to Boston,January 2019,Boeing 787-9
OO,Sydney to Shanghai via Changsha,December 2018,NONE
OO,Brisbane to Chongqing via Shenzhen,January 2019,NONE
OO,Toronto to Beijing,December 2018,Boeing 787
OO,Brussels to Beijing,September 2018,A330
OO,Manchester to Shanghai via Beijing,July 2018,NONE
OO,Haikou to Wuhan,December 2018,Boeing 737-800
OO,Melbourne to Changsha,November 2018,NONE
