FLT_ARL_IATA,FLT_ROUTE,FLT_DATE,FLT_AIRCRAFT
VU,Jakarta to Denpasar,May 2019,NONE
VU,Perth to Denpasar,May 2019,Boeing 737-900ER
VU,Labuan Bajo to Jakarta,April 2019,NONE
VU,Lombok to Jakarta,February 2019,NONE
VU,Surabaya to Jakarta,December 2018,A320-200
VU,Yogyakarta to Jakarta,January 2019,Boeing 738
VU,Jakarta to Sorong,January 2019,NONE
VU,Jakarta to Jayapura,November 2018,NONE
VU,Makassar to Jakarta,January 2019,A320
VU,Pekanbaru to Jakarta,December 2018,A320-200
VU, Jakarta to Jayapura via Makassar,November 2018,NONE
VU,Jakarta to Surabaya,October 2018,A320-200
VU,Jakarta to Singapore,October 2018,A320
VU,Bali to Perth,September 2018,Boeing 737 900
VU,Manado to Jakarta,August 2018,Boeing 737
VU,Denpasar to Perth,June 2018,Boeing 737
VU,Perth to Denpasar,May 2018,Boeing 737-900
VU,Kota Kinabalu to Jakarta,May 2018,A320-200
VU,Jakarta to Kuala Lumpur,April 2018,A320
VU,Bali to Jakarta,April 2018,Boeing 737
VU,Kuala Lumpur to Jakarta,March 2018,NONE
VU,Surabaya to Ambo,January 2018,A320
VU,Denpasar to Jakarta,January 2018,NONE
VU,Jakarta to Jogyakarta,January 2018,NONE
VU,Banjarmasin to Jakarta,October 2017,Boeing 737-800
VU,Jakarta to Yogyakarta ,February 2018,Boeing 737-800
VU,Denpasar to Perth,January 2018,NONE
VU,Bali to Perth,December 2017,Boeing 737-900
VU,Jakarta to Singapore,January 2018,NONE
VU,Denpasar to Perth,December 2017,Boeing 737-900ER
VU,Jakarta to Surabaya,September 2017,Boeing 737-800
VU,Sorong to Jakarta,November 2017,A320
VU,Jakarta to Surabaya,June 2017,Boeing 737-900
VU,Jakarta to Batam ,February 2017,A320
VU,Jakarta to Semarang ,October 2017,"A320, Boeing 737-800"
VU,Semarang to Jakarta,February 2017,A320
VU,Jakarta to Manado,August 2017,NONE
VU,Denpasar to Kuala Lumpur,August 2017,NONE
VU,Jayapura to Jakarta via Makassar,August 2017,NONE
GZ,Lisbon to Beijing,September 2017,A330-300
GZ,Beijing to Xiamen,July 2016,A319
GZ,HKT to SYX,June 2016,NONE
GZ,Beijing to Hailar,August 2015,NONE
BR,London to Minsk ,February 2021,NONE
BR,Nursultan to Gatwick via Minsk,December 2019,NONE
BR,Helsinki to Minsk,June 2020,NONE
BR,Minsk to Gatwick,October 2019,Embraer 195
BR,Amsterdam to Minsk,September 2019,Embraer 195
BR,Tel Aviv to Minsk,December 2019,Boeing 737-800
BR,Moscow to Minsk,December 2019,Boeing 737-800
BR,Gatwick to Minsk,October 2019,NONE
BR,Saint Petersburg to Minsk,September 2019,NONE
BR,Minsk to Gatwick,August 2019,Boeing 737-800
BR,Rome to Minsk,July 2019,Embraer 195
BR,Moscow to Saint Petersburg via Minsk,May 2019,Boeing 737-300
BR,Tel Aviv to Minsk,February 2019,Boeing 737-800
BR,Kiev to Moscow via Minsk,January 2019,NONE
BR,Paris to Minsk,July 2018,NONE
BR,Minsk to Warsaw,June 2018,NONE
BR,Minsk to Astana,April 2018,NONE
BR,Minsk to Prague,October 2017,Boeing 737-500
BR,Minsk to Kaliningrad,October 2017,NONE
BR,Brussels Charleroi to Minsk,September 2017,Embraer 175
BR,Amsterdam to Minsk,August 2017,Embraer 90 / Boeing 737-300
BR,Tel Aviv to Minsk,July 2017,Boeing 737-800
BR,TSE to AMS via MSQ,December 2016,Boeing 737-500
BR,MSQ to DME,October 2016,Boeing 737 Classic
BR,DME to MSQ,July 2016,NONE
BR,MSQ to KBV,May 2016,Boeing 737-300
BR,MSQ to TLV,August 2015,Boeing 737-300
BR,MXP to MSQ,December 2015,ERJ195
BR,Ashgabat to Minsk,August 2015,Boeing 737-500
BR,Warsaw to Kiev via Minsk,July 2015,NONE
MM,Paro to Katmandu,August 2021,NONE
MM,Kolkata to Bangkok,January 2019,A319
MM,PBH to BKK via CCU,July 2016,NONE
DY,Tenerife to Lanzarote,April 2020,NONE
DY,Tenerife to Funchal via Gran Canaria,January 2020,NONE
DY,Tenerife Norte to Gran Canaria,February 2020,ATR72-600
DY,ACE to LIS via LPA,June 2015,CRJ900
DY,LPA to TFN,February 2016,ATR 72
ZE,Bucharest to Athens,August 2022,Boeing 737-800
ZE,Oslo to Bucharest ,August 2022,NONE
ZE,Bucharest to Oslo,October 2021,NONE
ZE,Bucharest to Stuttgart,July 2022,NONE
ZE,Heathrow to Bucharest,April 2022,NONE
ZE,Cluj Napoca to Barcelona,May 2022,NONE
ZE,Cluj-Napoca to Barcelona,May 2022,NONE
ZE,Dublin to Bucharest,December 2021,NONE
ZE,Dubai to Bucharest,March 2022,NONE
ZE,Bucharest to Glasgow,April 2021,NONE
ZE,Cluj Napoca to Bucharest,January 2022,NONE
ZE,Brussels to Buchqrest,August 2021,NONE
ZE,Cluj to Athens,December 2021,NONE
ZE,London to Nice,December 2021,NONE
ZE,Stuttgart to Bucharest,April 2021,NONE
ZE,Timisoara to Bucharest,September 2021,NONE
ZE,Barcelona to Milán,October 2021,NONE
ZE,Bucharest to Larnaca,October 2021,NONE
ZE,Bucharest to Hamburg,February 2021,NONE
ZE,Bucharest to London,August 2021,NONE
ZE,Bucharest to Iasi,August 2021,NONE
ZE,Cluj-Napoca to Bucharest,August 2021,NONE
ZE,Iasi to London,August 2021,NONE
ZE,Barcelona to Larnaca via Bucharest,July 2021,NONE
ZE,Bucharest to Frankfurt,July 2021,Boeing 737 Max-8
ZE,Lisbon to Cluj-Napoca via Bucharest,July 2021,NONE
ZE,Brussels to Iasi via Bucharest ,July 2021,Boeing 737-800
ZE,Rome to Otopeni,July 2021,NONE
ZE,Munich to Bucharest,July 2021,NONE
ZE,Madrid to Iasi via Bucharest,June 2021,Boeing 737-800
ZE,Cluj Napoca to London Heathrow ,July 2021,NONE
ZE,Cluj-Napoca to Dublin,June 2021,NONE
ZE,Liverpool to Bucharest,September 2020,NONE
ZE,Cairo to Bucharest,May 2021,NONE
ZE,Athens to Larnaca,October 2020,NONE
ZE,Bucharest to Helsinki,January 2021,NONE
ZE,Bucharest to Liverpool,April 2020,NONE
ZE,Liverpool to Bucharest,June 2020,NONE
ZE,Köln to Bucharest,October 2020,NONE
ZE,Bucharest to Larnaca,March 2020,NONE
ZE,Bucharest to Tel Aviv,January 2020,NONE
ZE,Dublin to Bucharest,September 2019,NONE
ZE,Iasi to Munich,November 2019,NONE
ZE,Bucharest to Luton,November 2019,NONE
ZE,Cluj Napoca to Dublin,November 2019,Boeing 737
ZE,Copenhagen to Bucharest,November 2019,NONE
ZE,Luton to Larnaca,October 2019,NONE
ZE,Bucharest to Cologne,October 2019,NONE
ZE,Larnaca to Athens,October 2019,NONE
ZE,Luton to Bucharest,October 2019,Boeing 737-400
ZE,Iasi to Luton,September 2019,NONE
ZE,Bucharest to Lyon,September 2019,NONE
ZE,Dublin to Bucharest,August 2019,Boeing 737-500
ZE,Lisbon to Bucharest,August 2019,NONE
ZE,Cluj to Dublin,August 2019,NONE
ZE,Larnaca to Birmingham,June 2019,NONE
ZE,Larnaca to Athens,June 2019,NONE
ZE,Athens to Larnaca,June 2019,NONE
ZE,Bucharest to Paris,June 2019,Boeing 737-500
ZE,Bucharest to Hamburg,June 2019,NONE
ZE,Luton to Larnaca,May 2019,NONE
ZE,Bucharest to Luton,April 2019,B737
ZE,Barcelona to Bucarest,April 2019,NONE
ZE,Larnaca to Athens,April 2019,NONE
ZE,Luton to Bucharest,April 2019,NONE
ZE,Iasi to Paris,December 2018,NONE
ZE,Hamburg to Bucharest,January 2019,Boeing 737-500
ZE,Luton to Bucharest,December 2018,Boeing 737-300
ZE,Glasgow to Bucharest,October 2018,Boeing 737-800
ZE,Alghero to Rome,August 2018,NONE
ZE,Bucharest to Larnaca,August 2018,NONE
ZE,Birmingham to Cluj,August 2018,NONE
ZE,Bucharest to Birmingham,July 2018,NONE
ZE,Athens to Larnaca,June 2018,Boeing 737
ZE,Luton to Bucharest,May 2018,Boeing 737
ZE,Rome to Liverpool,February 2018,NONE
ZE,Madrid to Bucharest,February 2018,Boeing 737-800
ZE,Rome to Larnaca via Fiumicino,February 2018,Boeing 737-500
ZE,Liverpool to Rome,January 2018,NONE
ZE,Bucuresti to Iasi,December 2017,NONE
ZE,Liverpool to Alicante,November 2017,Boeing 737
ZE,Cluj-Napoca to Birmingham,October 2017,NONE
ZE,Cyprus to Dublin via Bucharest,October 2017,NONE
ZE,Rome to Liverpool,September 2017,Boeing 737-800
ZE,Larnaca to Cluj‐Napoca,June 2017,NONE
ZE,Liverpool to Rome,July 2017,Boeing 747
ZE,Rome to Bucharest,July 2017,NONE
ZE,Lisbon to Torino,June 2017,NONE
ZE,Rome to Bucharest,May 2017,NONE
ZE,Hamburg to Liverpool,April 2017,NONE
ZE,Liverpool to Milan Bergamo,May 2017,NONE
ZE,Milan to Liverpool,April 2017,NONE
ZE,Bucharest to Florence,March 2017,Boeing 737-300
CF,Jersey to East Midlands,December 2021,NONE
CF,Jersey to Southampton,December 2018,NONE
CF,Jersey to Southampton,January 2017,ATR 42-320
CF,Jersey to Southampton,February 2017,ATR 72-500
CF,Guernsey to Southampton,August 2016,NONE
CF,SOU to GCI,August 2016,ATR32
CF,LCY to JER,December 2015,NONE
CF,Bristol to Jersey,May 2016,NONE
CF,LCY to JER,May 2016,NONE
CF,JER to GCI,March 2016,NONE
CF,JER to GCI,December 2015,ATR 42-320
CF,Southampton to Guernsey,November 2015,NONE
CF,London City to Jersey,October 2015,NONE
CF,Guernsey to Southampton,August 2015,NONE
VL,Milan to Tirana,December 2019,NONE
VL,Milan to Tirana,August 2019,NONE
VL,Milan Bergamo to Tirana,August 2019,Boeing 737-400
VL,Rome to Santorini,July 2019,NONE
VL,Mykonos to Milan Bergamo,July 2019,NONE
VL,Santorini to Rome,July 2019,NONE
VL,Rome to Zante,July 2019,NONE
VL,Santorini to Bergamo,June 2019,NONE
VL,Tirana to Milan,March 2019,NONE
VL,Milan to Tirana,March 2019,Boeing 737
VL,Tirana to Genoa,December 2018,Boeing 737
VL,Tirana to Milan,November 2018,Boeing 737-800
VL,Rome to Corfu,August 2018,NONE
VL,Bergamo to Skiathos,July 2018,Boeing 737
VL,Milan Bergamo to Tirana,July 2018,NONE
VL,Santorini to Milan,September 2017,NONE
VL,Mikonos to Rome,September 2017,NONE
VL,Tirana to Milan,October 2017,NONE
VL,Mykonos to Rome,September 2017,NONE
VL,Tirana to Bologna,July 2017,NONE
VL,Mykonos to Rome,August 2017,NONE
VL,Bergamo to Tirana,August 2017,NONE
VL,Milan Bergamo to Pantelleria,July 2017,Boeing 737
VL,Rome to Santorini,July 2017,NONE
VL,Rome to Thira,July 2017,NONE
VL,Pisa to Tirana,May 2017,Boeing 737-400
VL,JMK to FCO,August 2016,Boeing 737
VL,FCO to TIA,August 2016,NONE
VL,FCO to HAV,March 2016,NONE
VL,Milano to Havana,August 2015,Boeing 767-300 ER
WY,Milan to Stockholm,September 2015,NONE
QS,Tel Aviv to Barcelona,June 2023,NONE
QS,Prague to Tel Aviv,April 2023,Boeing 747
QS,Tel Aviv to Crete,April 2023,NONE
QS,Tel Aviv to Prague,March 2023,A320
QS,Tel Aviv to Larnaca,October 2022,Boeing 737
QS,Tel Aviv to Crete,August 2022,NONE
QS,Kos to Tel Aviv ,August 2021,NONE
OH,Frankfurt to Bristol,January 2019,NONE
OH,Brussels to Bristol,June 2018,NONE
OH,East Midlands to Brussels,December 2018,ERJ-145
OH,Hamburg to Bristol,November 2018,NONE
OH,Bristol to Paris,March 2018,Embraer ERJ 145
OH, Rostock to Munich,October 2018,Embraer
OH,Paris to Bristol,April 2018,NONE
OH,Derry to London Stansted,May 2018,NONE
OH,Hamburg to Bristol,September 2018,E145
OH,Newcastle to Ljubljana via Brussels,September 2018,NONE
OH,Paris to Bristol,July 2018,Embraer 145
OH,Stansted to Derry,July 2018,NONE
OH,Stansted to Derry ,June 2018,Embraer E145
OH,Stansted to Derry,June 2018,NONE
OH,Munich to Bristol,May 2018,NONE
OH,Stansted to Derry,May 2018,NONE
OH,Bristol to Gothenberg,March 2018,NONE
OH,East Midlands to Brussels,May 2018,NONE
OH,Brussels to East Midlands,February 2018,NONE
OH,Hamburg to Bristol,July 2017,NONE
OH,Bristol to Aberdeen,November 2017,NONE
OH,Munich to Bristol,September 2017,Embraer
OH,Bristol to Brussels,October 2017,Embraer 135
OH,Aberdeen to Norwich,September 2017,NONE
OH,Bristol to Hamburg,September 2017,Embria
OH,Aberdeen to Norwich,July 2017,NONE
OH,Bristol to Frankfurt,June 2017,NONE
OH,Bristol to Dusseldorf,October 2016,NONE
OH,Bristol to Hamburg,May 2017,NONE
OH,Brno to Munich,April 2017,Embraer ERJ 135
OH,BRS to DUS,December 2016,Embraer RJ145
OH,BRS to HAM,August 2016,NONE
OH,SOU to MUC,August 2016,Embraer RJ145
OH,ABZ to BRS,June 2016,NONE
OH,BRS to MUC,June 2016,Embraer 145
OH,BRS to CDG,April 2016,NONE
OH,BRS to ABZ,June 2015,ERJ-145
OH,BRS to ABZ ,February 2016,Embraer
OH,Hamburg to Bristol,December 2015,Embraer 145
OH,Aberdeen to Esbjerg,May 2015,NONE
PS,Istanbul to Edremit,August 2016,NONE
AE,Phoenix to Show Low,June 2022,NONE
AE,Pendleton to Portland,October 2022,NONE
AE,Cortez to Denver,September 2022,NONE
AE,Atlanta to Dallas Fort-Worth via Carlsbad ,August 2022,NONE
AE,Pittsburgh to Altoona,July 2022,NONE
AE,Massena to Boston,June 2022,NONE
AE,Show Low to Phoenix,March 2022,NONE
AE,Pittsburgh to Baltimore,July 2022,NONE
AE,Boston to Baltimore via Massena,June 2022,Pilatus PC-12
AE,Pittsburgh to Martinsburg,January 2022,NONE
AE,Boston to Messina,March 2022,NONE
AE,Burlington to Boston,September 2021,NONE
AE,Altoona to El Paso,December 2021,NONE
AE,Pensacola to Muscle Shoals,November 2021,NONE
AE,Chicago to Ironwood,September 2021,NONE
AE,Atlanta to Muscle Shoals,October 2021,NONE
AE,Altoona to Pittsburgh,October 2021,NONE
AE,Muscle Shoals Alabama to Atlanta GA,September 2021,NONE
AE,Burlington to Boston,August 2021,NONE
AE,Boston to Burlington,August 2021,NONE
AE,Greenville to Dallas,August 2021,NONE
AE,Baltimore to Altoona,July 2021,NONE
AE,Pensacola to Muscle Shoals via Nashville,August 2021,NONE
AE,Nashville to Dallas Ft Worth via Greenville,July 2021,NONE
AE,Boston to Massena,July 2021,NONE
AE,Altoona to Baltimore,May 2021,NONE
AE,Boston to Massena,May 2021,NONE
AE,Merced to Sacramento,May 2021,NONE
AE,Show Low to Phoenix,December 2020,Pilatus P12
AE,Chicago to Minneapolis,December 2020,NONE
AE,Baltimore to Pittsburgh,January 2020,NONE
AE,Dallas to Victoria,November 2019,Pilatus PC12
AE,Massena to Boston,September 2019,NONE
AE,Cortez to Denver,September 2019,Pilatus PC-12
AE,Victoria to Houston,June 2019,NONE
AE,Denver to Chadron,February 2018,NONE
AE,Alamosa to Albuquerque,December 2017,Pilatus 12
BL,Raleigh to Los Angeles,July 2023,A220
BL,Provo to Orange County,July 2023,NONE
BL,Tampa to Las Vegas via Richmond,April 2023,NONE
BL,Orlando to Akron Canton,July 2023,NONE
BL,Westchester to New Orleans,July 2023,Embraer
BL,Las Vegas to Charleston,June 2023,A220-300
BL,New Orleans to Norfolk,July 2023,NONE
BL,Provo to Phoenix,July 2023,NONE
BL,Orlando to Providence,July 2023,NONE
BL,Richmond to Tampa,May 2023,NONE
BL,Tampa to Providence,July 2023,NONE
BL,"Charleston, SC to Providence, RI",May 2023,NONE
BL,Minneapolis to Savannah ,July 2023,NONE
BL,"Louisville, KY to Tampa, FL",July 2023,NONE
BL,Phoenix to Bradley,July 2023,A220
BL,Hartford to Phoenix,July 2023,NONE
BL,Orlando to Santa Ana,July 2023,NONE
BL,Los Angeles to Providence,June 2023,A220
BL,Hartford to Tampa,June 2023,NONE
BL,Tampa to Hartford,June 2023,NONE
BL,Florida to Oklahoma,June 2023,NONE
BL,Los Angeles to Norfolk,June 2023,A220
BL,Columbus to Norfolk,June 2023,E190
BL,Raleigh to Jacksonville ,June 2023,NONE
BL,Columbus Ohio to Jacksonville Florida,June 2023,NONE
BL,Orange County to Cincinatti,June 2023,A220
BL,Huntsville to Las Vegas,June 2023,NONE
BL,Charleston to Tampa,June 2023,E195
BL,Las Vegas to Richmond,June 2023,A220
BL,Charleston to White plains,June 2023,NONE
BL,New Orleans to Richmond,June 2023,NONE
BL,Bradley to Jacksonville,May 2023,NONE
BL,Orlando to Orange County,June 2023,A220-300
BL,Las Vegas to Syracuse,June 2023,NONE
BL,Raleigh to Jacksonville,June 2023,NONE
BL,Richmond to Hartford,June 2023,NONE
BL,Tampa to Richmond,May 2023,NONE
BL,Orange County to Provo,June 2023,NONE
BL,Norfolk to Los Angeles,June 2023,A220-300
BL,Hartford to Phoenix via Charleston,May 2023,NONE
BL,Hartford to Phoenix,May 2023,NONE
BL,Orlando to Tulsa,May 2023,NONE
BL,Tampa to Norfolk,June 2023,NONE
BL,Ft Myers to Bradley,June 2023,NONE
BL,Providence to Tampa,May 2023,NONE
BL,Charleston to Rhode island,May 2023,A220
BL,Richmond to Charleston,May 2023,NONE
BL,Orlando to Orange County,May 2023,Embraer 190
BL,"Orlando to Orange County,",May 2023,NONE
BL,Hartford to Ft Myers,May 2023,NONE
BL,Richmond VA to Jacksonville FL,May 2023,NONE
BL,New Orleans to White Plains via Jacksonville,May 2023,NONE
BL,Orlando to Charleston,May 2023,NONE
BL,Jacksonville to Hartford,April 2023,NONE
BL,Provo to Orange County,May 2023,NONE
BL,Tampa to Charleston,May 2023,NONE
BL,"Orlando, FL to Fayetteville, AR",May 2023,NONE
BL,Provo to Phoenix,May 2023,A220
BL,Cincinnati to California,May 2023,NONE
BL,Savannah to New Orleans,May 2023,NONE
BL,Richmond to Phoenix,May 2023,A220
BL,Pittsburgh to Santa Ana,May 2023,NONE
BL,Norfolk to Islip,May 2023,NONE
BL,Orange County to Cincinnati,April 2023,NONE
BL,Islip to Charleston ,April 2023,NONE
BL,Charleston to San Francisco,May 2023,NONE
BL,Tampa to Norfolk,April 2023,NONE
BL,Las  Vegas to Akron,May 2023,A220
BL,Jacksonville to Las Vegas,April 2023,NONE
BL,Provo to Orange County,April 2023,NONE
BL,Huntsville to Orlando,April 2023,NONE
BL,Orlando to Los Angeles,April 2023,NONE
BL,Orange County to Provo,April 2023,NONE
BL,Providence to Charleston,April 2023,NONE
BL,"Charleston, SC to Providence, RI",April 2023,NONE
BL,Ft Myers to Las Vegas,April 2023,NONE
BL,Provo to Phoenix,April 2023,NONE
BL,Jacksonville to Las Vegas,March 2023,NONE
BL,New Orleans to White Plains via Jacksonville,April 2023,NONE
BL,Phoenix to Windsor Locks,April 2023,NONE
BL,Arizona to Hartford,April 2023,NONE
BL,Huntsville to Las Vegas,December 2022,A220
BL,Sarasota to Westchester,April 2023,NONE
BL,Orlando to Orange County,February 2023,NONE
BL,Westchester to Los Angeles,March 2023,NONE
BL,Las Vegas to Richmond,March 2023,NONE
BL,Vero Beach to Westchester,April 2023,NONE
BL,Provo to Orange County,March 2023,NONE
BL,Richmond to Phoenix,March 2023,NONE
BL,Raleigh to Hartford,March 2023,E-195
BL,Orlando to Fayetteville,March 2023,Embraer 195
BL,San Francisco to Richmond,September 2022,NONE
BL,Pittsburgh to Hartford,March 2023,NONE
BL,Richmond to San Francisco,March 2023,A220
BL,Orlando to Provo,March 2023,NONE
PW,Madrid to London,July 2023,A321
PW,Rhodes to Gatwick,July 2023,NONE
PW,Barcelona to London,July 2023,NONE
PW,Inverness to Los Angeles via London,November 2022,NONE
PW,London City Airport to Frankfurt,July 2023,NONE
PW,Amsterdam to London City ,July 2023,E190
PW,Dalaman to Gatwick ,June 2023,A320
PW,Seattle to London Heathrow,June 2023,Boeing 787
PW,Gatwick to Dalaman ,June 2023,A320
PW,London to Rhodes,July 2023,NONE
PW,Newcastle to Las Vegas via Heathrow,June 2023,A320 A350
PW,London to Miami,June 2023,A380
PW,Amman to London,July 2023,A320Neo
PW,Chennai to London ,July 2023,Boeing 777
PW,Istanbul to London,July 2023,A321neo
PW,London to Edinburgh,November 2022,NONE
PW,Kingston to London,June 2023,Boeing 777 -200
PW,London Heathrow to Cape Town,June 2023,Boeing 777-200
PW,London Heathrow to Ibiza,July 2023,NONE
PW,Washington to London,June 2023,A380
PW,London Heathrow to Naples,June 2023,A321
PW,Berlin to London,July 2023,A320
PW,Glasgow to London,June 2023,NONE
PW,Dubai to Keflavik via London,May 2023,NONE
PW,Cairo to London,June 2023,A321Neo
PW,London to Madrid,May 2023,NONE
PW,London to Cairo,June 2023,NONE
PW,New Orleans to London,June 2023,NONE
PW,London to Amman,March 2023,NONE
PW,Heathrow to Bodrum,June 2023,A321 neo
PW,Amman to London,June 2023,NONE
PW,London City to Ibiza,June 2023,Embraer 190
PW,London to Washington,June 2023,NONE
PW,Amsterdam to London,June 2023,A350
PW,London Heathrow to Kalamata,June 2023,Boeing 737
PW,London to Funchal ,June 2023,NONE
PW,Marseille to Seattle via London Heathrow,June 2023,NONE
PW,Cairo to London ,June 2023,NONE
PW,Bucharest to Dallas via London,June 2023,NONE
PW,Gatwick to Venice,June 2023,NONE
PW,Dublin to London City,June 2023,NONE
PW,Tokyo to Manchester via Heathrow,June 2023,NONE
PW,San Francisco to London,June 2023,NONE
PW,Santiago to London,May 2023,Boeing 787
PW,Seattle to Nice via London,June 2023,NONE
PW,Sydney via Singapore to London Heathrow ,March 2023,NONE
PW,Seattle to Edinburgh via Heathrow,May 2023,Boeing 777
PW,Athens to Durban via London Heathrow,April 2023,NONE
PW,Vancouver to London Heathrow,May 2023,A350
PW,Vancouver to Barcelona via London,May 2023,NONE
PW,Boston to Cairo via London,June 2023,NONE
PW,London to Santorini,May 2023,NONE
PW,Heathrow to Mumbai,February 2023,NONE
PW,London to Larnaca,March 2023,NONE
PW,Nice to London Heathrow,May 2023,NONE
PW,Las Vegas to Venice,May 2023,NONE
PW,London to New York,May 2023,Boeing 777-300
PW,Lisbon to London ,May 2023,A320
PW,Dallas to Madrid via London,May 2023,NONE
PW,London to Valencia,March 2023,NONE
PW,London to Glasgow,May 2023,A320
PW,London Heathrow to Malaga ,May 2023,A320 Finnair
PW,London to Nice,May 2023,A319
PW,London to San Francisco,September 2022,NONE
PW,London to Dallas,April 2023,NONE
PW,London to Belfast,May 2023,NONE
PW,Los Angeles to London,May 2023,NONE
PW,Atlanta to London,April 2023,NONE
PW,Sydney to London via Singapore,May 2023,Boeing 787-9
PW,Heathrow to Faro,May 2023,NONE
PW,London to Barcelona,May 2023,NONE
PW,New York to London,April 2023,NONE
PW,Singapore to London,April 2023,Boeing 787
PW,Sweden to Los Angeles via London,January 2023,NONE
PW,Seattle to Zagreb via London,April 2023,Boeing 777
PW,"Bangalore to Toronto via London, ",April 2023,Boeing 777
PW,London to Denver,February 2023,Dreamliner
PW,London to Hong Kong,April 2023,Boeing 787
PW,Brussels to Los Angeles via London Heathrow,April 2023,NONE
PW,Copenhagen to London,April 2023,NONE
